QuestID;InterviewDate;InterviewLengthSec;InterviewStatus;AgeBands;Region;BA01R_KA_1;BA02R_271_PL;BA02R_272_PL;BA02R_273_PL;BA02R_274_PL;BA02R_279_PL;BA02R_280_PL;BA02R_282_PL;BA02R_283_PL;BA02R_284_PL;BA02R_285_PL;SU01R;NPS01R
1731;10.05.2020;137;1;3;902;0;0;1;1;1;0;0;1;1;0;0;552;8
1732;05.05.2020;365;1;2;907;0;1;1;1;1;0;1;1;1;0;0;541;5
1733;11.05.2020;296;1;2;914;0;0;0;1;1;0;1;1;1;0;0;543;8
1734;14.05.2020;187;1;3;915;0;0;1;1;1;1;1;1;1;0;0;544;4
1735;10.05.2020;176;1;2;909;0;0;1;1;1;1;0;1;1;0;0;543;2
1736;10.05.2020;271;1;3;912;0;0;1;0;0;0;0;0;0;0;0;542;6
1737;06.05.2020;380;1;1;906;0;0;1;1;0;1;1;1;0;0;0;542;2
1738;07.05.2020;468;1;5;912;0;0;1;1;1;0;0;1;1;0;0;542;7
1739;08.05.2020;574;1;5;916;0;0;1;1;0;1;0;1;1;0;0;552;4
1740;28.05.2020;366;1;1;910;0;1;1;1;1;1;1;1;1;0;0;543;6
1741;10.05.2020;216;1;3;904;0;0;1;1;1;0;0;1;1;0;0;553;7
1742;09.05.2020;858;1;4;907;0;1;1;1;1;0;0;1;1;0;0;553;3
1743;18.05.2020;457;1;2;907;0;1;1;1;1;0;0;1;1;0;1;541;2
1744;13.05.2020;583;1;3;907;0;1;1;1;1;1;1;1;1;1;1;541;8
1745;23.05.2020;243;1;4;907;0;1;1;1;1;0;0;1;1;0;1;541;8
1746;10.05.2020;239;1;2;906;0;0;1;1;1;1;1;1;1;0;0;542;3
1747;20.05.2020;307;1;2;903;0;1;1;1;1;1;1;1;1;0;0;542;8
1748;11.05.2020;258;1;5;907;0;1;1;1;1;0;0;1;1;0;0;541;2
1749;05.05.2020;396;1;1;903;0;0;1;1;1;1;1;1;1;0;0;543;3
1750;05.05.2020;649;1;5;906;0;0;1;0;1;1;0;1;1;0;0;542;1
1751;05.05.2020;428;1;1;907;0;1;1;1;1;0;0;1;1;0;0;541;3
1752;15.05.2020;133;1;5;907;0;1;1;1;1;0;0;1;1;0;0;541;1
1753;20.05.2020;902;1;2;912;0;1;1;1;1;0;0;1;1;0;0;542;0
1754;13.05.2020;150;1;3;905;0;0;1;1;1;1;1;1;1;0;0;544;5
1755;06.05.2020;324;1;1;909;0;0;1;1;1;1;1;1;1;0;0;543;3
1756;08.05.2020;233;1;5;912;0;0;1;0;1;0;0;0;0;0;0;542;4
1757;06.05.2020;438;1;5;906;0;0;1;1;1;1;0;0;1;0;0;542;9
1758;31.05.2020;110;1;2;907;0;1;1;0;1;0;0;1;1;0;0;541;9
1759;09.05.2020;154;1;5;901;0;0;1;1;1;0;1;1;1;0;0;542;5
1760;13.05.2020;216;1;3;912;0;0;1;1;0;0;0;1;0;0;0;542;3
1761;09.05.2020;435;1;5;901;0;0;1;1;1;0;0;0;1;0;1;542;6
1762;13.05.2020;382;1;3;903;0;0;1;1;1;1;1;1;1;0;0;543;8
1763;09.05.2020;298;1;5;912;0;0;0;1;1;1;0;1;1;1;0;542;3
1764;09.05.2020;484;1;2;907;0;1;1;1;1;1;1;1;1;0;0;541;7
1765;10.05.2020;268;1;3;907;0;1;1;1;1;1;1;1;0;1;1;543;6
1766;08.05.2020;167;1;3;907;0;1;1;0;1;0;0;1;1;0;0;541;3
1767;10.05.2020;133;1;4;915;0;0;1;1;1;0;0;0;1;0;0;544;5
1768;06.05.2020;494;1;5;915;0;1;0;1;1;0;1;1;1;0;0;544;7
1769;09.05.2020;334;1;3;907;0;1;0;0;0;0;0;0;0;0;0;541;6
1770;15.05.2020;216;1;5;915;0;0;1;1;1;0;0;1;0;0;0;544;5
1771;08.05.2020;312;1;5;903;0;0;1;0;1;0;0;1;1;1;0;552;8
1772;10.05.2020;213;1;3;912;0;1;1;1;0;0;0;1;1;0;0;542;2
1773;12.05.2020;1361;1;5;907;0;1;1;1;0;0;0;1;0;0;0;541;9
1774;05.05.2020;227;1;5;907;0;1;1;1;1;1;1;1;1;0;0;541;8
1775;05.05.2020;272;1;2;910;0;1;1;1;1;1;1;1;1;1;1;544;0
1776;13.05.2020;538;1;2;907;0;1;1;1;0;0;1;0;1;0;0;541;1
1777;15.05.2020;253;1;3;907;0;1;1;0;0;0;0;0;1;0;0;541;8
1778;05.05.2020;254;1;4;907;0;0;1;1;1;0;0;1;1;0;0;544;1
1779;08.05.2020;710;1;5;912;0;0;1;1;1;0;0;1;1;0;0;542;8
1780;09.05.2020;372;1;5;914;0;0;1;1;1;1;1;1;1;0;0;552;2
1781;04.05.2020;467;1;1;909;0;0;0;1;0;0;0;1;1;0;0;543;1
1782;20.05.2020;309;1;2;902;0;1;1;1;1;1;1;1;1;1;1;544;9
1783;15.05.2020;446;1;3;915;0;0;1;1;1;0;0;1;1;0;0;544;8
1784;04.05.2020;556;1;5;904;0;1;1;1;1;1;1;1;1;0;0;543;3
1785;04.05.2020;2926;1;5;906;0;0;1;0;0;0;0;0;1;0;0;542;1
1786;13.05.2020;161;1;4;909;0;0;1;1;1;0;1;1;1;0;0;543;4
1787;15.05.2020;175;1;4;915;0;0;1;0;1;0;0;1;1;0;0;553;9
1788;06.05.2020;211;1;5;908;0;0;1;1;1;0;0;1;1;0;0;544;4
1789;20.05.2020;449;1;2;907;0;1;1;1;1;0;1;1;1;0;0;541;3
1790;05.05.2020;503;1;5;907;0;0;1;1;1;1;1;1;1;0;0;543;6
1791;05.05.2020;733;1;5;911;0;0;1;1;1;0;1;1;1;0;0;552;4
1792;21.05.2020;401;1;5;907;0;1;0;0;0;0;0;0;1;0;0;541;1
1793;07.05.2020;470;1;5;915;0;0;1;1;1;0;0;1;1;0;0;544;5
1794;10.05.2020;183;1;2;907;0;0;1;1;0;0;1;1;0;0;0;552;2
1795;10.05.2020;367;1;5;911;0;0;1;1;1;1;0;1;1;0;0;552;6
1796;10.05.2020;191;1;2;901;0;0;1;1;1;1;1;1;1;0;0;544;7
1797;05.05.2020;786;1;5;901;0;0;1;0;0;0;0;1;0;0;0;542;3
1798;13.05.2020;393;1;3;907;0;1;1;1;1;0;0;1;1;0;0;542;8
1799;07.05.2020;494;1;5;903;0;0;1;1;1;1;0;1;1;0;0;553;9
1800;10.05.2020;571;1;3;907;0;1;1;1;1;1;1;1;1;0;1;541;9
1801;08.05.2020;3265;1;5;915;0;0;1;1;1;1;1;1;1;0;0;544;8
1802;10.05.2020;577;1;5;912;0;0;1;0;1;0;0;1;1;0;0;542;5
1803;05.05.2020;424;1;5;904;0;0;1;1;1;0;0;1;1;0;0;543;4
1804;04.05.2020;603;1;5;912;0;0;1;1;1;0;0;1;1;0;0;542;0
1805;14.05.2020;248;1;3;915;0;0;1;1;1;1;1;1;1;0;0;544;0
1806;11.05.2020;430;1;5;901;0;0;1;1;0;0;0;1;1;0;0;542;9
1807;15.05.2020;514;1;5;904;0;0;0;1;0;0;0;0;0;0;0;543;2
1808;27.05.2020;309;1;2;907;0;1;1;1;1;0;0;1;1;0;0;541;3
1809;04.05.2020;563;1;5;904;0;0;1;0;0;0;0;1;1;0;0;554;0
1810;06.05.2020;586;1;1;910;0;0;1;1;1;1;0;1;1;0;0;543;6
1811;10.05.2020;259;1;4;912;0;0;1;0;0;1;1;0;1;0;0;542;9
1812;06.05.2020;394;1;5;901;0;0;1;1;1;1;1;1;1;0;0;542;2
1813;10.05.2020;284;1;3;902;0;0;1;1;1;0;1;1;1;0;0;552;0
1814;21.05.2020;248;1;3;912;0;1;1;1;1;1;1;1;1;1;0;542;6
1815;10.05.2020;253;1;3;906;0;0;1;1;1;0;0;1;1;0;0;542;2
1816;07.05.2020;1008;1;5;901;0;0;1;1;1;0;0;1;0;0;0;542;4
1817;10.05.2020;263;1;5;912;0;0;1;1;1;0;0;0;1;0;0;542;0
1818;14.05.2020;125;1;2;904;0;0;0;1;1;0;1;0;1;0;0;543;5
1819;14.05.2020;896;1;2;914;0;1;1;1;1;0;1;1;1;0;0;552;3
1820;04.05.2020;572;1;5;901;0;0;1;1;1;0;0;1;1;0;0;542;0
1821;11.05.2020;155;1;2;907;0;0;1;1;1;0;1;1;1;0;0;552;4
1822;05.05.2020;771;1;5;908;0;0;1;0;1;0;0;0;0;0;0;542;7
1823;13.05.2020;189;1;4;901;0;1;1;1;1;1;1;1;1;1;0;542;5
1824;06.05.2020;354;1;2;909;0;0;1;1;1;1;0;0;1;0;0;542;8
1825;10.05.2020;286;1;4;904;0;0;0;1;1;1;1;1;1;0;0;543;8
1826;13.05.2020;779;1;4;916;0;1;1;1;1;0;0;1;1;0;0;544;1
1827;13.05.2020;619;1;3;902;0;1;1;1;1;1;1;1;1;1;1;552;6
1828;09.05.2020;292;1;3;905;0;0;1;1;1;0;0;0;1;0;0;544;1
1829;31.05.2020;162;1;4;907;0;1;1;1;1;1;1;1;1;0;0;541;2
1830;07.05.2020;528;1;5;904;0;0;1;1;1;0;0;1;1;0;0;543;7
1831;26.05.2020;221;1;4;906;0;1;1;1;1;1;1;1;1;0;0;542;1
1832;07.05.2020;427;1;5;906;0;0;1;1;1;0;0;1;1;0;0;542;1
1833;05.05.2020;407;1;1;915;0;0;1;1;1;1;1;1;1;0;0;544;1
1834;09.05.2020;1787;1;2;907;0;1;0;1;1;0;0;0;0;0;0;541;4
1835;13.05.2020;217;1;4;902;0;0;1;1;1;0;0;1;0;0;0;544;7
1836;10.05.2020;859;1;5;906;0;0;1;1;1;0;0;1;1;0;0;542;3
1837;05.05.2020;740;1;5;906;0;0;1;1;1;0;0;1;1;0;0;542;0
1838;07.05.2020;614;1;5;904;0;0;1;1;1;0;1;1;1;0;0;543;3
1839;10.05.2020;124;1;2;906;0;0;1;1;0;0;0;1;1;0;0;542;5
1840;11.05.2020;165;1;2;907;1;0;1;1;1;1;1;1;1;0;0;552;6
1841;11.05.2020;154;1;3;904;0;0;1;1;1;0;0;1;1;0;0;543;9
1842;28.05.2020;275;1;4;914;0;1;1;1;1;1;1;1;1;0;0;552;4
1843;14.05.2020;971;1;3;907;0;1;1;1;1;0;1;1;1;0;0;541;8
1844;26.05.2020;2527;1;5;907;0;1;1;1;1;0;0;1;0;0;0;541;4
1845;28.05.2020;298;1;3;916;0;1;1;1;1;1;1;1;1;0;0;544;0
1846;11.05.2020;137;1;5;912;0;0;1;0;0;0;0;1;0;0;0;542;8
1847;06.05.2020;249;1;1;907;0;1;1;1;1;0;1;1;1;0;0;541;4
1848;10.05.2020;674;1;5;905;1;0;0;0;1;0;0;0;0;0;0;544;5
1849;07.05.2020;286;1;5;909;0;0;0;1;1;0;1;1;1;0;0;553;0
1850;05.05.2020;326;1;5;903;0;0;1;1;1;0;0;1;1;0;0;543;1
1851;27.05.2020;252;1;3;907;0;1;1;1;1;1;1;1;1;0;0;541;9
1852;10.05.2020;772;1;5;904;0;1;1;1;1;1;1;1;1;0;1;543;6
1853;10.05.2020;291;1;4;901;0;0;1;0;1;0;0;1;0;0;0;542;3
1854;08.05.2020;631;1;5;916;0;0;1;1;1;0;1;1;1;0;0;552;7
1855;10.05.2020;145;1;4;907;0;0;1;1;1;1;1;1;1;1;0;543;1
1856;10.05.2020;179;1;5;907;0;0;1;1;1;0;0;1;1;0;0;543;7
1857;10.05.2020;409;1;2;902;0;1;1;1;1;1;1;1;1;0;0;552;0
1858;08.05.2020;294;1;5;915;0;1;0;1;1;1;1;1;1;1;0;552;6
1859;15.05.2020;244;1;3;907;0;1;0;0;0;0;0;1;0;0;0;541;6
1860;04.05.2020;278;1;2;906;0;0;0;1;1;0;0;0;0;0;0;544;6
1861;10.05.2020;417;1;3;907;0;1;1;0;1;0;0;1;1;0;0;541;4
1862;10.05.2020;295;1;4;907;0;1;1;1;1;0;0;1;1;0;0;541;8
1863;15.05.2020;204;1;3;915;0;1;1;1;1;1;1;1;1;1;0;544;7
1864;10.05.2020;159;1;2;907;0;1;1;1;1;0;0;1;0;0;0;541;7
1865;27.05.2020;266;1;4;902;0;1;1;1;1;1;1;1;1;1;1;544;7
1866;10.05.2020;213;1;4;906;0;0;1;1;1;0;0;1;1;0;0;542;9
1867;13.05.2020;155;1;4;916;0;0;1;1;1;1;1;1;1;1;0;553;2
1868;10.05.2020;232;1;2;906;0;0;1;0;1;0;0;1;1;0;0;542;9
1869;09.05.2020;240;1;3;907;0;1;1;1;1;1;1;1;1;0;0;541;8
1870;08.05.2020;669;1;5;915;0;0;1;1;1;0;0;1;1;0;0;544;7
1871;04.05.2020;453;1;5;907;0;1;1;1;1;1;1;1;1;0;0;541;6
1872;05.05.2020;313;1;5;910;0;0;1;1;1;0;1;1;1;0;0;543;9
1873;21.05.2020;319;1;2;907;0;1;1;1;1;0;1;1;0;0;1;541;3
1874;11.05.2020;171;1;2;912;0;0;1;0;0;0;0;0;0;0;0;542;7
1875;08.05.2020;121;1;5;911;0;0;1;0;1;0;0;1;0;1;0;554;5
1876;11.05.2020;390;1;2;910;0;0;1;1;1;1;1;1;1;0;0;543;7
1877;17.05.2020;788;1;3;907;0;1;1;1;1;0;0;1;1;0;0;541;7
1878;08.05.2020;62710;1;5;901;0;0;1;1;1;1;1;1;1;0;0;542;0
1879;05.05.2020;1891;1;5;903;0;0;1;1;0;1;0;1;1;0;0;543;7
1880;05.05.2020;833;1;5;912;0;0;1;0;0;0;0;0;1;0;0;542;0
1881;06.05.2020;665;1;4;907;0;0;1;1;1;0;0;1;1;0;0;553;5
1882;05.05.2020;314;1;4;901;0;0;1;1;1;0;0;1;1;0;0;542;0
1883;23.05.2020;538;1;4;910;0;1;1;1;1;1;1;1;1;0;0;543;1
1884;04.05.2020;1091;1;5;909;0;0;1;1;1;0;1;1;1;0;0;543;3
1885;20.05.2020;350;1;3;907;0;1;1;1;0;0;0;0;1;0;0;541;0
1886;22.05.2020;268;1;2;910;0;1;1;1;1;0;0;1;1;0;0;543;3
1887;09.05.2020;634;1;4;907;0;1;1;1;1;0;0;1;1;0;0;541;7
1888;17.05.2020;279;1;3;907;0;1;1;1;0;0;0;1;1;0;0;541;5
1889;09.05.2020;273;1;4;902;0;1;1;0;1;0;0;0;0;0;0;541;7
1890;18.05.2020;210;1;3;907;0;1;1;1;1;0;1;1;1;0;0;541;6
1891;11.05.2020;648;1;5;907;0;1;1;1;1;0;0;1;1;0;0;552;8
1892;05.05.2020;393;1;5;908;0;0;1;0;0;0;0;1;1;0;0;542;1
1893;13.05.2020;240;1;2;903;0;0;0;1;1;0;0;1;0;0;0;543;4
1894;29.05.2020;1233;1;3;907;0;1;1;1;1;1;1;1;1;0;0;541;7
1895;26.05.2020;930;1;5;907;0;1;1;1;1;0;1;1;1;0;0;541;4
1896;12.05.2020;325;1;4;909;0;0;1;1;1;0;1;1;1;0;0;550;8
1897;13.05.2020;378;1;4;914;0;0;1;1;1;0;0;1;0;0;0;552;8
1898;12.05.2020;311;1;2;907;0;1;1;0;1;0;0;1;0;0;0;541;7
1899;10.05.2020;131;1;3;906;0;0;1;0;1;0;1;1;0;0;0;542;6
1900;04.05.2020;340;1;1;915;0;0;1;1;1;1;1;1;1;0;0;552;7
1901;14.05.2020;182;1;3;912;0;0;1;1;1;1;1;1;1;0;0;542;4
1902;13.05.2020;326;1;5;908;0;0;1;1;1;0;0;1;1;0;0;542;8
1903;05.05.2020;480;1;5;908;0;0;1;1;1;0;1;1;1;0;0;550;0
1904;05.05.2020;235;1;5;902;0;0;0;0;0;0;0;1;1;0;0;552;1
1905;06.05.2020;568;1;5;903;0;0;1;1;1;0;0;1;1;0;0;552;3
1906;10.05.2020;238;1;2;914;0;0;1;1;1;1;1;1;1;1;0;552;8
1907;12.05.2020;515;1;4;901;0;1;1;1;1;0;1;1;1;0;0;552;4
1908;07.05.2020;859;1;1;904;0;0;1;1;1;1;0;1;1;0;0;543;2
1909;05.05.2020;311;1;5;907;0;0;1;0;1;0;0;0;0;0;0;541;2
1910;07.05.2020;598;1;5;909;0;0;1;1;0;0;0;1;0;0;0;543;0
1911;04.05.2020;395;1;1;906;0;0;1;1;1;0;0;0;1;0;0;542;8
1912;08.05.2020;399;1;2;907;0;1;1;1;1;0;0;1;1;0;0;541;0
1913;10.05.2020;238;1;3;913;0;0;1;0;0;0;0;0;0;0;0;543;0
1914;11.05.2020;146;1;3;914;0;0;1;1;1;1;1;1;1;0;0;552;3
1915;14.05.2020;327;1;3;912;0;0;1;1;1;0;0;1;1;1;0;542;7
1916;04.05.2020;293;1;1;907;0;1;1;1;0;0;0;1;1;0;0;541;9
1917;10.05.2020;321;1;5;909;0;0;1;1;1;0;0;1;0;0;0;543;6
1918;10.05.2020;205;1;4;901;0;0;0;1;0;0;1;1;0;0;0;552;6
1919;04.05.2020;502;1;4;906;0;0;1;0;0;0;0;0;0;0;0;544;0
1920;04.05.2020;664;1;5;912;0;0;1;1;1;1;1;1;1;0;0;542;5
1921;10.05.2020;210;1;5;901;0;0;1;1;1;0;1;1;1;0;0;542;3
1922;10.05.2020;221;1;3;907;0;0;1;1;1;0;0;1;0;0;0;543;5
1923;24.05.2020;306;1;2;907;0;1;1;1;1;1;1;1;1;0;0;541;3
1924;26.05.2020;619;1;2;907;0;1;0;1;0;0;0;0;0;0;0;541;2
1925;11.05.2020;746;1;3;907;0;1;1;1;0;0;0;0;1;1;1;555;4
1926;04.05.2020;458;1;1;915;0;0;0;1;1;0;0;1;1;0;0;544;7
1927;24.05.2020;326;1;3;907;0;0;0;0;0;0;0;1;0;0;0;541;7
1928;12.05.2020;210;1;4;907;0;1;1;1;1;0;0;0;1;0;1;541;6
1929;10.05.2020;214;1;5;905;0;0;1;0;1;0;0;1;1;0;0;544;2
1930;04.05.2020;302;1;5;907;0;1;1;1;0;0;0;0;1;0;0;541;9
1931;10.05.2020;472;1;3;907;0;1;1;1;1;0;0;0;1;0;0;543;0
1932;05.05.2020;536;1;5;906;0;0;1;0;1;0;0;0;1;0;0;542;6
1933;13.05.2020;199;1;3;913;0;0;1;1;1;1;0;1;0;0;0;543;0
1934;28.05.2020;428;1;5;913;0;1;1;1;1;0;0;1;1;0;0;543;8
1935;05.05.2020;650;1;5;906;0;0;1;1;1;0;0;1;0;0;0;542;4
1936;05.05.2020;385;1;5;903;0;0;1;1;1;0;0;1;1;0;0;543;5
1937;11.05.2020;742;1;2;907;0;1;1;1;1;0;1;1;1;0;1;541;2
1938;13.05.2020;229;1;2;916;0;0;1;0;1;0;0;1;0;0;0;544;8
1939;05.05.2020;549;1;5;907;0;0;0;1;1;0;0;1;0;0;0;543;5
1940;07.05.2020;372;1;5;916;0;0;1;0;1;0;0;0;1;0;0;544;7
1941;13.05.2020;293;1;4;912;0;1;1;1;1;0;0;1;1;1;0;542;4
1942;16.05.2020;600;1;2;907;0;1;1;1;1;1;1;1;1;1;0;553;9
1943;04.05.2020;518;1;5;901;0;0;1;1;0;0;0;1;1;0;0;542;6
1944;10.05.2020;684;1;5;904;0;0;1;1;0;0;1;0;1;0;0;543;5
1945;10.05.2020;251;1;5;910;0;0;0;1;1;0;1;1;0;0;0;543;5
1946;10.05.2020;374;1;3;910;0;0;1;1;1;0;0;1;1;0;0;543;5
1947;07.05.2020;1408;1;1;912;0;0;1;1;1;1;1;1;1;0;0;542;2
1948;04.05.2020;593;1;5;907;0;0;1;1;1;1;1;1;1;0;0;543;1
1949;21.05.2020;227;1;2;907;0;1;1;1;1;0;0;1;1;0;0;541;8
1950;08.05.2020;284;1;5;912;0;0;1;0;1;0;0;1;1;0;0;542;5
1951;11.05.2020;356;1;2;912;0;1;0;0;0;0;0;0;0;1;1;542;8
1952;15.05.2020;193;1;3;910;0;0;0;1;1;0;0;1;1;0;0;543;5
1953;07.05.2020;329;1;1;903;0;0;1;1;1;0;1;1;1;0;0;543;7
1954;25.05.2020;435;1;3;907;0;1;1;1;0;0;0;1;1;0;0;541;8
1955;08.05.2020;177;1;2;907;0;1;1;1;1;0;0;1;1;0;0;541;4
1956;06.05.2020;409;1;5;910;0;0;1;1;1;0;0;1;1;0;0;543;0
1957;11.05.2020;364;1;2;907;0;1;1;1;1;1;0;1;1;0;0;542;5
1958;09.05.2020;267;1;3;912;0;0;1;0;0;0;0;1;0;0;0;552;0
1959;13.05.2020;205;1;3;902;0;0;1;1;1;0;1;1;1;0;0;544;0
1960;10.05.2020;280;1;2;907;0;1;1;1;1;1;1;0;1;0;0;542;3
1961;10.05.2020;363;1;5;903;0;0;1;1;0;0;0;0;0;0;0;543;4
1962;11.05.2020;412;1;3;901;0;1;1;1;1;1;1;1;1;1;0;542;5
1963;10.05.2020;915;1;5;914;0;0;1;1;1;0;0;1;1;1;0;554;0
1964;10.05.2020;270;1;3;911;0;0;1;1;1;0;1;1;1;0;0;552;9
1965;25.05.2020;619;1;5;907;0;1;1;1;0;0;0;1;1;0;0;541;4
1966;23.05.2020;348;1;2;907;0;1;1;1;1;0;1;1;1;0;1;541;6
1967;15.05.2020;674;1;2;907;0;1;0;1;1;0;1;1;0;0;0;541;3
1968;18.05.2020;459;1;2;907;0;1;1;1;1;0;1;1;0;0;0;541;7
1969;13.05.2020;353;1;4;907;0;1;1;1;1;0;0;1;1;0;1;541;7
1970;10.05.2020;524;1;2;912;0;0;1;0;0;0;0;0;0;0;0;542;3
1971;10.05.2020;231;1;4;913;0;0;1;1;1;1;1;1;1;0;0;543;2
1972;05.05.2020;368;1;5;909;0;0;1;1;1;0;0;1;0;0;0;543;7
1973;07.05.2020;238;1;1;907;1;1;0;0;0;1;1;0;0;0;0;541;8
1974;21.05.2020;374;1;3;912;0;1;1;1;1;1;1;1;1;0;1;542;9
1975;07.05.2020;221;1;5;901;0;0;1;1;1;1;1;1;1;0;0;542;6
1976;09.05.2020;249;1;5;902;0;0;0;0;1;0;0;1;0;0;0;552;1
1977;10.05.2020;235;1;4;904;0;0;1;1;0;0;0;1;0;0;0;543;7
1978;05.05.2020;784;1;5;913;1;0;0;0;0;0;0;0;1;0;0;543;6
1979;15.05.2020;271;1;3;915;0;0;1;1;1;0;0;1;1;0;0;544;8
1980;13.05.2020;658;1;2;907;0;1;1;1;1;0;0;1;1;0;1;541;7
1981;04.05.2020;479;1;5;911;0;0;0;1;1;0;0;1;1;0;0;552;6
1982;11.05.2020;407;1;2;907;0;1;1;1;1;0;0;1;1;0;1;541;9
1983;05.05.2020;676;1;1;903;0;0;1;1;1;1;1;1;1;0;0;543;3
1984;24.05.2020;311;1;3;904;0;1;1;1;1;0;0;1;1;0;0;541;7
1985;18.05.2020;857;1;2;907;0;1;1;1;1;0;0;0;1;0;0;541;7
1986;05.05.2020;437;1;4;912;0;0;1;1;1;0;0;1;1;0;1;542;3
1987;11.05.2020;239;1;5;912;0;0;1;1;1;0;0;1;1;0;0;542;7
1988;13.05.2020;969;1;2;915;0;0;1;1;1;1;0;1;1;0;0;544;1
1989;10.05.2020;920;1;3;912;0;0;1;0;0;0;0;0;0;0;0;542;2
1990;22.05.2020;125;1;4;907;1;1;1;1;0;0;0;0;0;0;0;541;9
1991;05.05.2020;159;1;5;902;0;0;0;0;1;0;0;0;1;0;0;544;7
1992;09.05.2020;120;1;4;912;0;0;1;0;0;0;0;0;0;0;0;542;9
1993;25.05.2020;326;1;2;912;0;1;1;1;1;1;1;1;1;1;1;553;8
1994;04.05.2020;311;1;5;912;0;0;1;1;1;0;0;1;1;0;0;553;6
1995;11.05.2020;88;1;3;905;0;0;0;1;1;0;1;0;1;0;0;553;5
1996;08.05.2020;322;1;5;916;0;0;1;0;1;0;1;1;1;0;0;544;0
1997;05.05.2020;674;1;5;901;0;0;1;1;0;0;1;1;1;0;0;542;1
1998;14.05.2020;516;1;4;907;0;1;1;0;1;1;1;1;0;0;0;541;3
1999;10.05.2020;291;1;5;915;0;0;1;1;1;1;0;1;0;0;0;544;9
2000;12.05.2020;281;1;4;907;0;0;1;1;1;0;0;1;1;0;0;541;3
2001;13.05.2020;225;1;4;912;0;0;1;0;1;0;0;1;1;0;0;542;7
2002;10.05.2020;471;1;2;906;0;0;1;1;1;1;1;1;1;0;0;543;1
2003;08.05.2020;405;1;4;904;0;0;1;0;1;0;0;1;0;0;0;543;8
2004;11.05.2020;352;1;2;907;0;1;1;1;0;0;1;1;1;0;1;541;0
2005;11.05.2020;640;1;5;912;0;0;1;0;1;0;1;1;0;0;0;550;4
2006;07.05.2020;285;1;1;902;0;0;1;1;0;0;0;1;1;0;0;543;0
2007;13.05.2020;571;1;2;901;0;0;1;1;1;1;1;1;1;1;0;542;9
2008;25.05.2020;252;1;3;907;0;1;1;1;1;1;1;1;1;0;0;541;7
2009;13.05.2020;232;1;2;911;0;0;1;1;1;0;1;1;1;0;0;552;1
2010;05.05.2020;262;1;1;910;1;0;1;1;1;1;1;1;1;0;1;549;4
2011;10.05.2020;195;1;2;913;0;0;1;1;1;0;1;1;1;0;1;543;2
2012;07.05.2020;510;1;5;910;0;0;1;1;1;0;0;1;1;0;0;543;2
2013;11.05.2020;275;1;3;904;0;0;1;1;1;1;1;1;1;0;0;543;4
2014;11.05.2020;571;1;2;901;0;0;1;1;1;0;1;1;1;0;0;542;0
2015;15.05.2020;455;1;2;907;0;0;1;1;0;1;1;0;1;0;0;543;2
2016;13.05.2020;250;1;3;912;0;0;1;1;1;0;0;1;1;0;0;552;8
2017;04.05.2020;800;1;1;912;0;0;1;1;1;0;0;1;1;0;0;542;2
2018;10.05.2020;775;1;2;912;0;0;1;0;1;0;0;1;1;0;0;542;3
2019;12.05.2020;279;1;4;912;0;0;1;1;1;0;0;1;1;0;0;542;5
2020;13.05.2020;514;1;2;907;0;0;1;1;1;1;1;1;1;0;0;543;3
2021;10.05.2020;309;1;2;902;0;0;1;0;1;0;0;1;0;0;0;552;7
2022;14.05.2020;496;1;3;902;0;0;1;0;0;0;0;1;0;0;0;552;5
2023;05.05.2020;623;1;1;904;0;0;1;1;0;0;0;0;0;0;0;543;1
2024;05.05.2020;1392;1;1;907;0;0;1;1;1;0;0;1;0;0;0;543;2
2025;08.05.2020;724;1;4;907;0;1;1;1;1;0;0;1;1;0;1;541;3
2026;04.05.2020;414;1;1;904;0;1;1;1;1;1;1;1;1;1;0;543;1
2027;11.05.2020;313;1;3;912;0;0;1;1;1;1;1;1;1;0;0;542;0
2028;04.05.2020;499;1;1;901;0;0;0;1;0;1;1;1;0;0;0;550;3
2029;08.05.2020;429;1;3;907;0;0;1;1;0;1;1;1;1;0;0;553;1
2030;05.05.2020;551;1;1;911;0;0;1;1;0;1;1;1;1;0;0;552;0
2031;15.05.2020;248;1;4;901;0;0;1;1;1;1;0;1;1;0;0;542;3
2032;05.05.2020;359;1;4;912;0;0;1;1;1;0;1;1;1;0;0;542;7
2033;04.05.2020;488;1;1;911;0;1;0;1;1;1;1;1;1;0;0;552;1
2034;09.05.2020;559;1;5;904;1;0;0;1;1;0;0;1;1;0;0;544;2
2035;22.05.2020;92686;1;3;912;0;1;1;1;1;1;1;1;1;1;0;542;3
2036;13.05.2020;599;1;3;906;0;0;1;1;1;0;0;1;1;0;0;542;3
2037;05.05.2020;883;1;5;906;0;1;1;1;1;1;1;1;1;0;0;542;7
2038;23.05.2020;198;1;1;907;0;1;0;1;0;0;0;1;1;0;0;541;4
2039;06.05.2020;353;1;5;905;0;0;1;0;1;0;1;0;1;0;0;550;9
2040;10.05.2020;865;1;3;907;0;1;1;1;1;1;1;1;1;0;1;543;2
2041;04.05.2020;267;1;1;907;0;0;1;1;0;0;1;0;0;0;0;550;4
2042;05.05.2020;1579;1;5;906;0;0;1;0;1;0;1;0;1;0;0;542;7
2043;15.05.2020;267;1;1;907;0;1;1;1;1;0;1;1;1;0;0;541;5
2044;05.05.2020;450;1;5;911;0;0;1;0;1;0;1;1;1;0;0;552;6
